Prediction Confidence (%),True Label,Predicted Label,Result
39.013058,0,0,CORRECT
84.71226,1,1,CORRECT
57.472336,0,1,WRONG
37.878677,0,0,CORRECT
40.45031,0,0,CORRECT
53.015156,1,1,CORRECT
62.67622,1,1,CORRECT
38.986977,0,0,CORRECT
27.330355,0,0,CORRECT
45.764412,0,0,CORRECT
49.124218,0,0,CORRECT
37.01776,0,0,CORRECT
54.17307,0,1,WRONG
58.2622,0,1,WRONG
46.926735,0,0,CORRECT
43.307884,1,0,WRONG
63.505657,1,1,CORRECT
44.625637,0,0,CORRECT
65.83992,1,1,CORRECT
60.39837,1,1,CORRECT
42.48185,1,0,WRONG
59.094566,1,1,CORRECT
57.101543,0,1,WRONG
29.110209,1,0,WRONG
63.330704,0,1,WRONG
70.49286,0,1,WRONG
43.649967,1,0,WRONG
63.01871,1,1,CORRECT
30.25429,1,0,WRONG
63.524635,0,1,WRONG
31.277859,0,0,CORRECT
49.027252,0,0,CORRECT
40.067924,0,0,CORRECT
36.786877,1,0,WRONG
48.90872,1,0,WRONG
71.46427,1,1,CORRECT
50.41007,1,1,CORRECT
55.451584,0,1,WRONG
55.06255,1,1,CORRECT
49.205597,0,0,CORRECT
42.14123,1,0,WRONG
37.04942,1,0,WRONG
45.9786,0,0,CORRECT
53.70528,1,1,CORRECT
51.30239,0,1,WRONG
47.28099,0,0,CORRECT
64.74583,1,1,CORRECT
40.428898,1,0,WRONG
28.109821,0,0,CORRECT
65.01316,0,1,WRONG
46.89194,0,0,CORRECT
27.720863,1,0,WRONG
32.263054,0,0,CORRECT
66.412254,1,1,CORRECT
28.863155,0,0,CORRECT
67.89375,1,1,CORRECT
42.836285,1,0,WRONG
64.86102,1,1,CORRECT
67.26539,0,1,WRONG
33.525974,0,0,CORRECT
73.60983,1,1,CORRECT
47.579735,0,0,CORRECT
29.277578,0,0,CORRECT
30.14372,0,0,CORRECT
59.95404,1,1,CORRECT
70.35616,1,1,CORRECT
45.929905,1,0,WRONG
52.372498,1,1,CORRECT
73.55132,1,1,CORRECT
72.17272,1,1,CORRECT
49.982624,1,0,WRONG
53.365875,1,1,CORRECT
54.00823,1,1,CORRECT
39.660393,0,0,CORRECT
42.242725,0,0,CORRECT
39.77265,1,0,WRONG
64.6592,0,1,WRONG
55.837692,1,1,CORRECT
78.60767,1,1,CORRECT
45.368988,0,0,CORRECT
64.22176,1,1,CORRECT
22.095533,0,0,CORRECT
77.361336,1,1,CORRECT
61.458225,0,1,WRONG
27.775053,0,0,CORRECT
38.764675,0,0,CORRECT
38.64764,1,0,WRONG
74.10986,1,1,CORRECT
35.142345,1,0,WRONG
32.586918,0,0,CORRECT
63.287086,1,1,CORRECT
54.491413,1,1,CORRECT
28.929012,0,0,CORRECT
43.110065,0,0,CORRECT
51.661682,1,1,CORRECT
29.632044,0,0,CORRECT
31.111187,0,0,CORRECT
38.35817,0,0,CORRECT
49.118702,0,0,CORRECT
70.40627,1,1,CORRECT
48.201263,0,0,CORRECT
69.258156,1,1,CORRECT
39.810833,0,0,CORRECT
22.958267,0,0,CORRECT
45.21347,0,0,CORRECT
20.473988,0,0,CORRECT
41.31991,0,0,CORRECT
30.976307,0,0,CORRECT
68.832375,1,1,CORRECT
24.580366,0,0,CORRECT
58.867134,0,1,WRONG
38.286465,1,0,WRONG
51.043774,1,1,CORRECT
37.451042,0,0,CORRECT
28.59904,0,0,CORRECT
38.93549,0,0,CORRECT
77.58143,1,1,CORRECT
57.78731,1,1,CORRECT
55.527832,1,1,CORRECT
58.970303,1,1,CORRECT
59.117615,1,1,CORRECT
59.967857,0,1,WRONG
34.40699,1,0,WRONG
54.41366,1,1,CORRECT
44.29655,1,0,WRONG
56.212204,1,1,CORRECT
64.7978,0,1,WRONG
52.82337,1,1,CORRECT
41.05558,1,0,WRONG
28.433823,1,0,WRONG
12.754949,1,0,WRONG
37.986347,0,0,CORRECT
4.6717987,0,0,CORRECT
45.723125,0,0,CORRECT
45.56352,0,0,CORRECT
69.89132,0,1,WRONG
95.3127,1,1,CORRECT
31.865692,1,0,WRONG
69.10922,1,1,CORRECT
31.426716,0,0,CORRECT
42.3794,1,0,WRONG
64.571045,0,1,WRONG
61.72305,1,1,CORRECT
71.86195,0,1,WRONG
46.882576,1,0,WRONG
61.213284,0,1,WRONG
76.89344,1,1,CORRECT
54.133957,0,1,WRONG
62.113182,1,1,CORRECT
32.49285,0,0,CORRECT
36.57422,1,0,WRONG
44.356216,0,0,CORRECT
40.425827,1,0,WRONG
34.742893,0,0,CORRECT
42.581776,0,0,CORRECT
66.48308,0,1,WRONG
71.94975,1,1,CORRECT
86.40737,1,1,CORRECT
44.842007,0,0,CORRECT
5.839215,0,0,CORRECT
56.151127,1,1,CORRECT
26.225536,0,0,CORRECT
37.525974,1,0,WRONG
92.34525,1,1,CORRECT
77.73658,0,1,WRONG
28.747753,1,0,WRONG
55.883293,0,1,WRONG
75.06097,1,1,CORRECT
21.347176,1,0,WRONG
18.604275,0,0,CORRECT
74.089615,1,1,CORRECT
90.77033,1,1,CORRECT
45.98054,0,0,CORRECT
40.76515,1,0,WRONG
55.370026,1,1,CORRECT
26.872343,0,0,CORRECT
45.412792,1,0,WRONG
45.53123,1,0,WRONG
31.93427,1,0,WRONG
69.780846,1,1,CORRECT
40.299675,1,0,WRONG
50.147923,0,1,WRONG
77.71084,1,1,CORRECT
31.559649,0,0,CORRECT
57.17273,0,1,WRONG
27.1887,0,0,CORRECT
11.625323,0,0,CORRECT
26.700193,0,0,CORRECT
51.95572,0,1,WRONG
62.929768,1,1,CORRECT
85.012596,0,1,WRONG
69.52241,0,1,WRONG
37.869835,1,0,WRONG
33.786255,0,0,CORRECT
88.34316,1,1,CORRECT
50.56141,1,1,CORRECT
30.652994,0,0,CORRECT
59.73923,0,1,WRONG
65.694466,1,1,CORRECT
69.20568,1,1,CORRECT
43.809277,0,0,CORRECT
32.00484,0,0,CORRECT
68.13377,0,1,WRONG
51.269085,0,1,WRONG
65.64166,0,1,WRONG
50.770092,0,1,WRONG
47.38213,1,0,WRONG
39.28307,1,0,WRONG
52.470634,0,1,WRONG
65.6613,1,1,CORRECT
58.101665,1,1,CORRECT
38.961216,1,0,WRONG
35.119663,0,0,CORRECT
62.820477,1,1,CORRECT
72.45899,0,1,WRONG
81.81306,0,1,WRONG
46.333233,0,0,CORRECT
12.408754,0,0,CORRECT
51.02604,0,1,WRONG
26.49793,0,0,CORRECT
20.157776,0,0,CORRECT
14.105603,0,0,CORRECT
46.64761,1,0,WRONG
76.00043,0,1,WRONG
39.58284,0,0,CORRECT
50.29104,0,1,WRONG
25.740952,0,0,CORRECT
54.879517,0,1,WRONG
22.447676,0,0,CORRECT
56.13814,0,1,WRONG
38.315903,1,0,WRONG
46.01603,1,0,WRONG
37.254013,0,0,CORRECT
56.596954,1,1,CORRECT
72.37322,1,1,CORRECT
46.851128,1,0,WRONG
53.20263,1,1,CORRECT
49.90013,0,0,CORRECT
55.22101,0,1,WRONG
63.77203,1,1,CORRECT
31.565067,0,0,CORRECT
31.240133,0,0,CORRECT
45.192303,1,0,WRONG
26.427122,1,0,WRONG
29.555523,0,0,CORRECT
31.876934,0,0,CORRECT
39.097847,0,0,CORRECT
65.25092,1,1,CORRECT
44.46021,0,0,CORRECT
55.708344,1,1,CORRECT
27.72036,0,0,CORRECT
40.469597,1,0,WRONG
61.58074,0,1,WRONG
57.344513,0,1,WRONG
49.69054,0,0,CORRECT
69.47857,1,1,CORRECT
95.447624,0,1,WRONG
41.971798,1,0,WRONG
37.02556,0,0,CORRECT
66.789604,1,1,CORRECT
27.250198,0,0,CORRECT
45.10628,1,0,WRONG
49.9376,1,0,WRONG
63.899117,1,1,CORRECT
24.29935,1,0,WRONG
47.415813,1,0,WRONG
52.46674,1,1,CORRECT
68.37241,0,1,WRONG
58.722286,0,1,WRONG
41.791092,1,0,WRONG
43.812458,0,0,CORRECT
23.224874,0,0,CORRECT
47.079834,1,0,WRONG
73.28724,1,1,CORRECT
43.07727,1,0,WRONG
47.039013,0,0,CORRECT
45.739235,0,0,CORRECT
58.204586,1,1,CORRECT
21.428753,0,0,CORRECT
49.996372,0,0,CORRECT
36.28864,0,0,CORRECT
26.742136,0,0,CORRECT
23.173473,0,0,CORRECT
23.573744,0,0,CORRECT
63.842815,1,1,CORRECT
28.769424,1,0,WRONG
82.82778,1,1,CORRECT
82.8972,0,1,WRONG
35.17475,0,0,CORRECT
55.648758,0,1,WRONG
65.39343,0,1,WRONG
76.73221,1,1,CORRECT
73.60755,1,1,CORRECT
38.340313,1,0,WRONG
72.84199,1,1,CORRECT
69.33781,1,1,CORRECT
64.4536,1,1,CORRECT
29.457045,0,0,CORRECT
26.151825,1,0,WRONG
68.11333,1,1,CORRECT
41.11062,0,0,CORRECT
60.590607,0,1,WRONG
16.864973,0,0,CORRECT
44.700985,0,0,CORRECT
80.61011,0,1,WRONG
25.3187,1,0,WRONG
12.105295,0,0,CORRECT
37.56967,1,0,WRONG
42.331417,0,0,CORRECT
77.183876,1,1,CORRECT
9.243093,0,0,CORRECT
36.62128,0,0,CORRECT
78.12761,1,1,CORRECT
69.38035,1,1,CORRECT
53.162945,1,1,CORRECT
34.61558,1,0,WRONG
61.467396,1,1,CORRECT
13.445316,0,0,CORRECT
8.621687,0,0,CORRECT
40.98551,0,0,CORRECT
42.724995,1,0,WRONG
39.265285,0,0,CORRECT
30.45018,0,0,CORRECT
42.94574,0,0,CORRECT
45.142048,0,0,CORRECT
29.526237,0,0,CORRECT
34.52664,0,0,CORRECT
25.668892,0,0,CORRECT
36.997616,0,0,CORRECT
70.57816,1,1,CORRECT
34.754475,1,0,WRONG
56.96849,1,1,CORRECT
33.593796,1,0,WRONG
81.03322,1,1,CORRECT
61.82904,1,1,CORRECT
57.185364,1,1,CORRECT
72.13607,1,1,CORRECT
70.1322,0,1,WRONG
43.70698,0,0,CORRECT
65.03502,0,1,WRONG
31.789026,0,0,CORRECT
71.801216,1,1,CORRECT
41.230152,1,0,WRONG
37.906372,0,0,CORRECT
54.878216,1,1,CORRECT
36.069332,1,0,WRONG
40.208878,0,0,CORRECT
36.847275,0,0,CORRECT
26.929155,0,0,CORRECT
48.051018,1,0,WRONG
39.2196,0,0,CORRECT
52.731037,0,1,WRONG
52.72403,0,1,WRONG
32.567345,0,0,CORRECT
55.983482,0,1,WRONG
56.96601,1,1,CORRECT
58.981113,1,1,CORRECT
38.428017,0,0,CORRECT
39.414032,0,0,CORRECT
52.490902,1,1,CORRECT
47.797756,1,0,WRONG
55.494987,1,1,CORRECT
78.19716,1,1,CORRECT
51.825287,0,1,WRONG
38.41025,1,0,WRONG
62.961533,1,1,CORRECT
87.86838,1,1,CORRECT
60.651062,1,1,CORRECT
24.613483,0,0,CORRECT
77.66783,1,1,CORRECT
26.449368,0,0,CORRECT
42.27693,0,0,CORRECT
69.91924,0,1,WRONG
17.621086,0,0,CORRECT
39.02867,0,0,CORRECT
7.1678615,0,0,CORRECT
5.7317905,1,0,WRONG
43.949818,1,0,WRONG
26.54755,0,0,CORRECT
60.06973,0,1,WRONG
84.668724,1,1,CORRECT
59.533215,1,1,CORRECT
39.01917,0,0,CORRECT
29.766644,0,0,CORRECT
77.0742,0,1,WRONG
38.92819,0,0,CORRECT
51.461178,1,1,CORRECT
12.66053,0,0,CORRECT
76.137215,1,1,CORRECT
60.200565,1,1,CORRECT
52.982647,1,1,CORRECT
88.278946,1,1,CORRECT
91.27636,1,1,CORRECT
60.13773,0,1,WRONG
30.177912,0,0,CORRECT
19.71427,0,0,CORRECT
81.91743,1,1,CORRECT
43.552826,1,0,WRONG
55.909306,1,1,CORRECT
77.59075,0,1,WRONG
90.19841,1,1,CORRECT
55.71234,1,1,CORRECT
36.583763,0,0,CORRECT
74.91266,1,1,CORRECT
70.389084,1,1,CORRECT
25.723576,0,0,CORRECT
67.02689,1,1,CORRECT
87.63412,1,1,CORRECT
84.45366,1,1,CORRECT
61.871674,1,1,CORRECT
69.65178,1,1,CORRECT
85.274055,1,1,CORRECT
68.099335,1,1,CORRECT
60.921745,1,1,CORRECT
48.69402,0,0,CORRECT
6.6868453,0,0,CORRECT
84.33741,1,1,CORRECT
61.216034,1,1,CORRECT
72.26773,1,1,CORRECT
78.1185,1,1,CORRECT
26.908401,1,0,WRONG
38.41461,1,0,WRONG
68.676926,1,1,CORRECT
7.8857055,0,0,CORRECT
42.54792,0,0,CORRECT
59.00358,1,1,CORRECT
44.77789,0,0,CORRECT
45.55747,0,0,CORRECT
54.88877,1,1,CORRECT
42.379074,0,0,CORRECT
47.598236,1,0,WRONG
53.619873,0,1,WRONG
56.693737,0,1,WRONG
46.60759,0,0,CORRECT
60.79662,1,1,CORRECT
45.27917,0,0,CORRECT
53.716827,1,1,CORRECT
48.59539,1,0,WRONG
54.967022,0,1,WRONG
40.93441,1,0,WRONG
44.341915,0,0,CORRECT
37.950737,1,0,WRONG
58.072662,0,1,WRONG
29.112583,1,0,WRONG
30.201637,0,0,CORRECT
53.082973,1,1,CORRECT
48.907166,0,0,CORRECT
44.428482,1,0,WRONG
59.29277,0,1,WRONG
54.38131,1,1,CORRECT
34.61579,1,0,WRONG
50.951588,0,1,WRONG
56.44418,1,1,CORRECT
39.50458,0,0,CORRECT
43.23817,0,0,CORRECT
58.072643,1,1,CORRECT
25.75789,0,0,CORRECT
62.4632,0,1,WRONG
49.539257,0,0,CORRECT
24.355707,1,0,WRONG
82.29348,1,1,CORRECT
82.82752,1,1,CORRECT
90.82788,1,1,CORRECT
86.518654,1,1,CORRECT
54.239613,0,1,WRONG
32.370018,0,0,CORRECT
24.31276,1,0,WRONG
67.41196,0,1,WRONG
11.234867,0,0,CORRECT
45.125122,1,0,WRONG
8.076547,0,0,CORRECT
91.99373,1,1,CORRECT
55.28087,0,1,WRONG
25.162262,0,0,CORRECT
67.77514,1,1,CORRECT
19.053848,0,0,CORRECT
52.716606,1,1,CORRECT
31.409445,0,0,CORRECT
51.53668,0,1,WRONG
30.298334,0,0,CORRECT
64.142525,1,1,CORRECT
66.85482,0,1,WRONG
86.77307,1,1,CORRECT
57.505447,1,1,CORRECT
61.30049,1,1,CORRECT
40.464046,0,0,CORRECT
11.018285,0,0,CORRECT
7.812148,0,0,CORRECT
46.03365,1,0,WRONG
40.12596,0,0,CORRECT
78.96728,1,1,CORRECT
67.961044,1,1,CORRECT
62.0242,0,1,WRONG
70.3257,1,1,CORRECT
22.865953,0,0,CORRECT
79.265305,1,1,CORRECT
58.84182,1,1,CORRECT
37.04671,0,0,CORRECT
64.285934,1,1,CORRECT
12.691036,0,0,CORRECT
45.04229,0,0,CORRECT
42.640038,1,0,WRONG
79.39165,0,1,WRONG
78.86734,1,1,CORRECT
30.10868,0,0,CORRECT
54.218666,1,1,CORRECT
76.83451,0,1,WRONG
72.464455,1,1,CORRECT
33.439705,1,0,WRONG
44.422245,0,0,CORRECT
91.13466,1,1,CORRECT
81.95599,0,1,WRONG
64.541405,0,1,WRONG
35.793747,1,0,WRONG
80.72181,0,1,WRONG
20.251501,1,0,WRONG
30.962053,1,0,WRONG
57.169388,1,1,CORRECT
93.375084,1,1,CORRECT
48.5822,1,0,WRONG
52.08667,0,1,WRONG
32.66642,0,0,CORRECT
63.605434,0,1,WRONG
41.96035,0,0,CORRECT
46.396847,1,0,WRONG
56.34625,0,1,WRONG
43.437023,0,0,CORRECT
31.132273,0,0,CORRECT
49.396202,1,0,WRONG
74.13179,1,1,CORRECT
66.33536,1,1,CORRECT
31.620275,1,0,WRONG
62.15893,1,1,CORRECT
44.437508,0,0,CORRECT
59.960896,1,1,CORRECT
52.428425,0,1,WRONG
58.127754,0,1,WRONG
59.53761,1,1,CORRECT
49.174576,1,0,WRONG
50.965073,0,1,WRONG
49.105106,1,0,WRONG
40.257324,0,0,CORRECT
44.87406,1,0,WRONG
67.39018,1,1,CORRECT
56.805687,1,1,CORRECT
50.675095,0,1,WRONG
39.383812,1,0,WRONG
34.050938,1,0,WRONG
58.95855,1,1,CORRECT
38.577812,0,0,CORRECT
43.310295,1,0,WRONG
78.65489,1,1,CORRECT
20.134392,1,0,WRONG
81.4441,1,1,CORRECT
19.401636,0,0,CORRECT
37.281918,0,0,CORRECT
60.53385,0,1,WRONG
17.114534,0,0,CORRECT
19.486998,0,0,CORRECT
57.949184,0,1,WRONG
41.90834,1,0,WRONG
42.15368,0,0,CORRECT
30.710815,1,0,WRONG
32.675285,1,0,WRONG
62.295662,1,1,CORRECT
83.642006,1,1,CORRECT
55.066525,1,1,CORRECT
47.886703,1,0,WRONG
39.383026,0,0,CORRECT
45.560925,1,0,WRONG
57.443935,0,1,WRONG
65.96288,0,1,WRONG
75.98897,1,1,CORRECT
42.708157,1,0,WRONG
31.924105,0,0,CORRECT
38.97336,1,0,WRONG
43.99662,1,0,WRONG
50.788628,0,1,WRONG
39.69784,0,0,CORRECT
61.284298,1,1,CORRECT
65.69642,1,1,CORRECT
74.33178,1,1,CORRECT
68.88633,1,1,CORRECT
36.758648,0,0,CORRECT
49.152046,0,0,CORRECT
76.823875,1,1,CORRECT
49.704613,1,0,WRONG
33.987488,0,0,CORRECT
56.646347,0,1,WRONG
62.275253,1,1,CORRECT
73.72869,1,1,CORRECT
56.92181,1,1,CORRECT
65.03845,0,1,WRONG
51.71639,1,1,CORRECT
54.1346,1,1,CORRECT
59.34697,0,1,WRONG
39.436363,0,0,CORRECT
49.55617,1,0,WRONG
41.412468,1,0,WRONG
29.00077,0,0,CORRECT
49.396294,0,0,CORRECT
44.15143,0,0,CORRECT
54.26216,1,1,CORRECT
61.866917,1,1,CORRECT
33.219208,0,0,CORRECT
43.271503,1,0,WRONG
53.94388,0,1,WRONG
37.713234,1,0,WRONG
65.88558,1,1,CORRECT
60.680206,1,1,CORRECT
60.784035,0,1,WRONG
45.992397,0,0,CORRECT
68.65455,0,1,WRONG
52.21178,0,1,WRONG
48.542274,1,0,WRONG
51.255894,0,1,WRONG
42.582424,1,0,WRONG
42.629734,0,0,CORRECT
64.974815,1,1,CORRECT
57.136864,0,1,WRONG
58.555447,0,1,WRONG
70.97202,1,1,CORRECT
30.755585,0,0,CORRECT
40.94497,0,0,CORRECT
60.26378,0,1,WRONG
31.833866,1,0,WRONG
64.39823,0,1,WRONG
50.007843,0,1,WRONG
48.897633,0,0,CORRECT
63.855053,1,1,CORRECT
48.277084,0,0,CORRECT
46.30231,0,0,CORRECT
47.314037,1,0,WRONG
26.365768,1,0,WRONG
74.722664,0,1,WRONG
71.0002,1,1,CORRECT
56.936924,1,1,CORRECT
39.900692,0,0,CORRECT
30.42663,0,0,CORRECT
8.617172,0,0,CORRECT
26.595446,0,0,CORRECT
25.570446,0,0,CORRECT
49.021057,0,0,CORRECT
59.215343,0,1,WRONG
19.44385,1,0,WRONG
51.941364,1,1,CORRECT
11.019013,0,0,CORRECT
91.04832,1,1,CORRECT
54.08998,1,1,CORRECT
32.021286,0,0,CORRECT
18.805687,1,0,WRONG
58.52948,0,1,WRONG
27.246443,0,0,CORRECT
17.5744,0,0,CORRECT
72.394745,1,1,CORRECT
15.864534,0,0,CORRECT
29.970247,0,0,CORRECT
44.737457,0,0,CORRECT
89.211586,1,1,CORRECT
17.967419,0,0,CORRECT
74.02692,1,1,CORRECT
48.97608,0,0,CORRECT
89.3568,1,1,CORRECT
58.794426,1,1,CORRECT
37.288734,0,0,CORRECT
37.94628,1,0,WRONG
20.769531,0,0,CORRECT
35.2189,0,0,CORRECT
33.80828,0,0,CORRECT
58.134716,1,1,CORRECT
53.56034,1,1,CORRECT
75.221375,1,1,CORRECT
71.72234,1,1,CORRECT
33.76463,1,0,WRONG
41.43133,0,0,CORRECT
43.623466,0,0,CORRECT
54.456245,0,1,WRONG
71.35473,1,1,CORRECT
37.31161,0,0,CORRECT
62.397038,1,1,CORRECT
51.11894,1,1,CORRECT
35.383614,1,0,WRONG
45.50823,0,0,CORRECT
